 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
process 0.030944971 0.03799405 0.0124736605 0.0150192855 -0.011115747 -0.0014774477 0.007166125 0.00072220596 -0.022811547 -0.02553406 -0.023744585 0.010905174 0.006423382 0.004364544 0.008316115 0.0072537432 -0.019044202 0.0062272754 0.020471979 0.028944967 0.0037171426 -0.022014169 -0.0024705213 0.023653358 0.020288652 0.0048822537 0.016745191 -0.0025111937 0.0309404 -0.005518471 0.01853255 0.012276866 -0.013017844 -0.013643452 -0.006219635 -0.0025485002 -0.0013385301 0.026360698 -0.035335205 0.018123828 -0.02066788 -0.019631105 0.0077901655 0.002102016 -0.0068024085 0.0042862208 0.004773251 0.0027976863 1.1867602e-05 -0.0008894423 -0.007859856 -0.039556503 0.006044935 0.0058491705 -0.046395823 0.0018922003 -0.0031360013 0.013155102 0.027422104 0.012844664 -0.023043381 -0.0012086149 -0.027139407 -0.0046983557 0.020466035 -0.0038139666 -0.01016942 0.028058764 0.00093033526 -0.016780466 0.0148966545 0.012643473 -0.004272849 -0.000848116 -0.025875222 -0.02702809 -0.005784282 0.0115040075 0.02730806 -0.00015516259 -0.04182262 0.01905397 0.028210904 -0.02254665 -0.026503734 -0.014166152 -0.010655049 0.019275898 0.011553724 -0.03616712 -0.014287061 0.012783699 -0.003287592 -0.044701602 -0.050375625 0.011176161 -0.0031403296 0.009730387 -0.008100969 0.03741891
shaping 0.015485158 0.010885114 0.0019919458 0.0016862388 -0.0018718558 -0.0030643332 0.007941349 -0.0016099811 -0.009810467 -0.011698002 -0.0044146637 0.007497106 0.0049095494 -0.00095432147 0.0068365913 0.0034499874 -0.010399819 0.004149828 0.009265488 0.007960806 0.002758866 -0.011946124 0.0008144421 0.0095842285 0.0034029966 -0.00082296936 0.01069466 0.004278177 0.008004574 -0.006015094 0.006053237 0.0055576307 -0.0052710427 -0.009017605 -4.3229593e-05 -0.0051223524 0.0012489005 0.013101188 -0.013696368 0.0010930455 -0.0032676314 -0.010982773 0.0024676544 0.001705903 0.0030946818 -0.0013049692 0.0012650584 -0.002760385 0.0011662202 0.0023278017 0.001635329 -0.013971557 0.0020624422 0.004287994 -0.018907549 0.0037245885 -0.00023657508 0.0062141865 0.010344816 0.006048677 -0.006873559 0.0047486927 -0.014649719 -0.00084724824 0.0124865 -0.0037064787 -0.005581517 0.014393452 -0.00015554829 -0.0051420666 0.0042529874 0.0026055197 -0.0062878723 -0.0012858274 -0.012815669 -0.009076607 -0.0068212715 -0.0011447878 0.0064709806 0.0026165692 -0.019643506 0.0057727587 0.010223554 -0.009689556 -0.004177014 -0.010814737 -0.0021676286 0.0049912627 0.0030306163 -0.013444791 -0.005958483 0.0010790809 -0.0039023997 -0.017412297 -0.020188026 0.009073236 -0.0032563433 0.0054331208 0.00079294556 0.013987726
values -0.0015164092 0.0007192154 -8.588639e-05 0.0015872899 0.0006539635 -4.6553494e-05 -0.00079711527 0.00035614992 -0.003870436 0.0017579498 -0.0031086903 0.0054631215 0.0052461443 0.0017359173 -0.0030587013 -0.0037484735 -0.0029976715 0.005444672 -0.0017393474 0.001550358 0.0017075023 -0.0024437767 -0.004224838 0.0028802387 0.00555287 -0.0022731621 0.004283602 -0.004005797 0.0041852086 0.0005955846 0.00087913644 0.0031878245 -0.004632683 0.0022849655 1.116762e-05 -0.0027208412 0.0037462022 0.0005224323 -0.007723496 0.00026157507 0.0012540756 -0.0025466953 -0.0024458182 -0.001130638 -0.0003913198 -0.0031081687 -0.0049093384 0.0045193555 -0.0031090768 -0.0002673327 0.0043302653 -0.0013243831 0.004688602 3.5804776e-05 -0.0007422294 0.0040237973 -0.0048800935 0.0035437907 0.0068684947 -0.0022291495 0.00065820874 0.0033495463 0.0011273858 0.0046234247 0.0013392828 0.0011851778 -0.00054320216 -0.00024855815 -0.0019452951 0.0016614365 0.0013937544 0.0028094123 -0.0037128844 -0.0013517672 -0.003642122 0.00076535926 -0.0002680037 0.0028850036 0.00090123445 -0.00069332676 -0.0030830815 0.0045808377 0.0012028809 -0.001341748 -0.0025911925 -0.0039660092 -0.0026870403 0.00087679917 0.0035161565 -0.007835183 -0.000944061 0.0036745952 3.3195123e-05 -0.00036067583 -0.002049156 0.0042101974 -0.004666975 0.005376202 0.0016472529 0.007419916
possible 0.0071694776 0.011123173 0.0065197675 0.0074295457 -0.001445858 -0.0031750156 0.0071336683 -0.0007480071 -0.0047338665 -0.007112492 -0.010942832 0.0043569133 0.0060238964 0.0030816884 0.0061112517 -0.00040621104 -0.004356154 0.00034829727 0.010458656 0.012111077 0.0032978118 -0.0063397316 -0.0065077674 0.008129864 0.0058057704 0.0062395427 0.0075693238 0.0054622893 0.011768996 -0.00045938627 0.008439012 0.004210821 0.00061158283 -0.0050721117 -0.0023727657 2.9551695e-05 0.0055744364 0.015398245 -0.0147021 0.0036399006 -0.008325442 -0.004147359 0.006531007 0.0051009334 0.0016020245 -0.0017816827 -0.0038303926 -0.002960152 -0.0018821558 -0.0038946385 -0.0053989277 -0.01979693 0.0011650363 -0.00026933133 -0.020006333 0.003367179 -0.005258552 0.0056284233 0.0119786775 0.005454728 -0.010183529 0.003846947 -0.009303952 -0.0035136016 0.008255587 0.0018993673 -0.001236768 0.011930927 0.0035664092 -0.008828353 0.007847474 0.010250641 -0.0071423026 -0.0018879897 -0.014632121 -0.0123969 -0.008115638 0.00094043557 0.009938994 -0.0011593276 -0.0145405615 0.010748288 0.018485473 -0.0061050914 -0.008824405 -0.005929603 -0.003972763 0.012005073 0.0020669792 -0.016235555 -0.0046501323 0.008066593 -0.0001067316 -0.016928446 -0.022270614 0.0027532445 0.0019926361 0.0040442226 -0.0032771847 0.0111271385
lifetime 0.007186636 0.008503933 0.004472587 0.0075239707 -0.0056372005 -0.0034378236 0.00036101605 0.0057621812 -0.009744574 -0.013548747 -0.010606674 0.0026328263 0.0018769229 -0.0022266302 -0.0026776046 0.0053135543 -0.0052504516 -0.00035177427 0.012500708 0.009721351 0.002367786 -0.0068004164 0.0029480895 0.0048500244 0.009748574 0.0027602222 0.006561656 0.0008661969 0.010742143 -0.0045532836 0.010176772 -0.00044617598 0.0010110672 -0.0013297531 -0.006856738 0.0025352675 0.0005821704 0.011085612 -0.013641905 0.0036419223 -0.012710633 -0.008332295 -0.0011790179 0.0055332202 0.0029116848 0.0038149334 0.0018623144 -0.0044727945 0.00045778844 -0.0016191119 0.0007447022 -0.010988377 0.00077175844 -0.001864229 -0.014832496 0.0019988953 -0.0012180124 0.008231511 0.009730832 0.0030910003 -0.011184439 -0.0023170074 -0.009249587 -0.0018703913 0.009085584 0.0013443085 -0.004753328 0.007579432 -0.004397436 -0.010597106 0.0032083406 0.005486482 -0.0020122349 0.002221732 -0.009145763 -0.012431947 0.0018329469 0.0035969438 0.011526495 0.001056396 -0.011186446 0.010361964 0.014593595 -0.010804756 -0.0079162335 -0.0050049177 -0.0014148725 0.006441056 -0.0003833363 -0.016508231 -0.006478515 0.0031870068 0.0032067313 -0.018922877 -0.017274078 0.0002404178 -0.0012531381 0.0048229266 -0.00068280014 0.014578744
result 0.020528568 0.020281004 0.0061032684 0.009122466 -0.013568101 -0.0005123685 0.004338279 0.008592626 -0.021411862 -0.01413797 -0.014951144 0.012622546 0.0077259005 -0.0009828542 0.0063258484 0.0032780608 -0.015425983 0.010165207 0.017985314 0.019313557 0.00888118 -0.021157082 -0.0066275825 0.011475897 0.008336395 0.010378495 0.015412148 0.0020323645 0.02553238 -0.0034538188 0.01161089 0.009478278 -0.010202009 -0.0040259897 -0.007550881 0.000570771 0.0034558615 0.018414821 -0.024048312 0.014696653 -0.011358459 -0.016355112 0.00216853 0.0036893045 -0.0044814604 -0.003224231 0.0037876312 -0.00067467213 -0.002079446 0.0010207642 -0.003883854 -0.031704318 0.0063972017 0.002343463 -0.02920352 0.0028678002 -0.0021142438 0.010684868 0.019536575 0.014783989 -0.024662865 0.0013296022 -0.015818344 -0.0013383703 0.015791573 -0.0011633777 -0.006248026 0.01987391 0.0026256389 -0.017377388 0.011535132 0.008063243 -0.00044807524 -0.0016495609 -0.02317975 -0.021397889 -0.004276711 0.005609635 0.0187278 0.0038458195 -0.030126091 0.017263655 0.02334829 -0.011984443 -0.01579995 -0.014498106 -0.0083885435 0.014029298 0.002807199 -0.034316704 -0.00520958 0.016001683 -0.0025042046 -0.03685997 -0.039930377 0.008564634 -0.0021684964 0.012438117 -0.0054268325 0.025592793
child 0.014596539 0.018564519 0.008274805 0.0112053985 -0.010626956 -0.0034918978 0.0078086983 -0.0003422979 -0.013195989 -0.013762251 -0.015556713 0.009612699 -0.0020500321 0.0038933437 0.0007977298 0.004528145 -0.0044314475 0.0051881475 0.008741344 0.01814828 -0.0008602359 -0.009092998 0.00019169792 0.01458551 0.00978059 0.0057457187 0.009904811 0.00063970045 0.017284123 -0.004830475 0.008925455 0.007725839 -0.00031028193 -0.004112887 -0.008679395 -0.0049961833 -0.003765888 0.015570717 -0.010990499 0.011344759 -0.005669676 -0.011038631 0.0015976665 0.0010447536 -0.0037703326 -0.0023543173 0.0023870983 0.0013095757 0.005153013 -0.004498688 -0.0029554954 -0.015999503 0.0003698561 0.0033105186 -0.020573389 0.0019600284 -0.0037237566 0.008046071 0.01633761 0.006827484 -0.016397336 0.004381599 -0.010135796 -0.0031623037 0.013721687 -0.0017638279 -0.005239941 0.011725837 0.0020621598 -0.0060005807 0.009473518 0.00741315 -1.5449885e-05 -0.0010273869 -0.016941687 -0.014350533 -0.007123678 0.008036545 0.015998049 0.0028504063 -0.01824589 0.008886305 0.017262923 -0.007604606 -0.012175366 -0.006186056 -0.0061686146 0.014152654 0.0011272782 -0.0146865165 -0.0024197449 0.008728708 0.0029082496 -0.019960552 -0.026395803 0.003553847 -0.0025075418 0.009403083 -0.0036068188 0.01498234
growing 0.0070471074 0.015622398 0.0062277205 0.0050694062 -0.0042444887 0.0016669894 0.0018996247 -0.002936403 -0.01230243 -0.010160745 -0.010546803 -0.0001680094 -0.002464384 -0.0014701433 0.003110561 0.0061061503 -0.0036794872 -8.42804e-05 0.0068741934 0.0067526093 -0.0019798286 -0.013989198 -0.0052720928 0.006008349 0.0037026652 0.0049058036 0.002030809 0.0022670976 0.01086663 0.0013406667 0.0062449994 0.0028488326 -0.0017237718 -0.00421535 -0.00587463 -0.004274353 0.0020728786 0.011291791 -0.015626006 0.005715376 -0.004621799 -0.00910934 0.0029992217 0.005570097 0.001832316 0.0019442582 0.00015515 0.0024139048 0.0004441624 -0.0030701186 -0.0013587548 -0.010100393 -0.0012231807 0.0046972157 -0.012747836 0.0048245843 0.0023242927 0.0065973406 0.0071414807 0.0049066823 -0.005359663 -0.0024496627 -0.007638703 0.0042975424 0.003279935 0.0011379656 -0.007742125 0.008138586 -0.00054319785 -0.0024411394 0.0046395543 0.0028606027 0.0022031846 -0.0014239072 -0.006089338 -0.008658297 -0.0006462857 0.0018422394 0.014017526 0.0015702132 -0.0153974015 0.011755464 0.0116759855 -0.008230673 -0.0096982755 -0.00722205 -0.008322934 0.011583886 0.0041781324 -0.01798743 -0.0011817721 0.0021872907 -0.0032410473 -0.016015032 -0.017328285 0.002400328 0.0021970144 -0.00033650576 -0.0040357253 0.010462218
explains 0.01329828 0.015638974 0.006837232 0.002058902 -0.008761648 -0.0027541688 -0.00032195472 -0.0006972323 -0.005893776 -0.0065909023 -0.012917312 0.0020816582 0.0017012581 0.005098331 -0.00046982866 0.0010765687 -0.001108349 0.007700853 0.007603652 0.014745502 0.0034591747 -0.0060833804 0.0013930156 0.010814926 0.006323038 0.0034234882 0.001042565 0.0040972694 0.012129029 -0.0021054982 0.01035667 0.0009093793 -0.0059394427 0.00012051499 -0.0074324096 -0.0027086243 0.0021983376 0.010792091 -0.010229179 0.0080328435 -0.0035792077 -0.0043642544 0.004548482 0.0038675107 -0.00635135 -0.004438687 0.0024888322 -0.0017622951 0.0002469708 0.0033973213 0.0012438009 -0.015743421 0.0061285663 0.003740081 -0.015155979 -0.001929912 -0.0043932083 -0.0007212783 0.007666365 0.009024968 -0.010528638 -0.0037444017 -0.004404607 0.003914529 0.010478485 -0.00636959 -0.00089131756 0.012021736 -0.003620023 -0.010448928 0.0036134522 0.007659583 0.0015694624 -0.0029509463 -0.00509965 -0.013876099 -0.006605983 0.003168335 0.013450889 0.0027457583 -0.017405642 0.007183984 0.009510627 -0.0024754924 -0.011979366 -0.0062704734 -0.0076670228 0.0057148323 0.0032833875 -0.018654048 -0.0022271802 0.0044569727 -0.00090900797 -0.021852553 -0.02227088 0.002079071 0.0023113566 0.0061621517 0.0022534986 0.015679019
empathize 0.0090242475 0.013399664 0.009162762 0.0068092872 -0.008765682 -0.0026112096 0.0015260694 0.0052059535 -0.007960198 -0.013206656 -0.012681917 0.007581787 0.0045249467 0.0033078694 -0.00061771314 0.000116452844 -0.0033752085 0.008157982 0.013330604 0.012657018 0.0063008764 -0.014610603 0.0028285251 0.0041813115 0.009320265 0.0058950363 0.003412916 0.0042140377 0.011506675 -0.0017570858 0.009924813 0.000117310585 -0.005822408 -0.0064140493 -0.008326629 -0.005345186 0.0004493779 0.0066854274 -0.017406244 0.007302992 -0.005084943 -0.010898118 0.0054891445 -0.0013053336 0.0029306004 -0.0007868135 -0.0024345317 0.00018895992 -0.003947227 -0.0028914427 -0.0012189366 -0.0122348275 0.0043797255 -0.0030902722 -0.021846695 0.0051618987 0.0023559772 0.0012348418 0.0061031086 0.00960046 -0.014175761 -0.00089003483 -0.0069428035 -0.0037490558 0.007222539 -0.0029103383 0.0003567894 0.014653671 0.004276697 -0.008329593 0.010575326 0.007421964 -0.0009695513 0.0038407377 -0.009187981 -0.007493375 0.0017318284 0.0009125826 0.010495618 -0.002379629 -0.0132988505 0.014419646 0.01617083 -0.0089347 -0.007305837 -0.0116143 -0.004964229 0.0058735157 -0.0013345447 -0.015182572 -0.004579883 0.007479778 0.005093114 -0.020402864 -0.024911685 0.005593929 -0.0016858409 0.0082708625 -0.0069852145 0.011655902
differing 0.007239832 0.0030660513 0.0022732327 0.006316851 -0.0014932666 0.0016110822 0.0016291571 -0.0001242081 -0.0013036272 -0.0027670078 -0.008047233 0.0018290314 -0.0010527793 -0.0037088057 -0.0026168248 -0.0003478348 -0.003296358 0.006472857 -0.000660402 0.007597336 0.0036884006 -0.0080937855 0.00081109727 0.0028668582 -0.0005882699 0.005772462 0.0034486789 -0.0026407172 0.0007854789 0.0037269187 0.0077603976 0.004768851 -0.0049182237 0.0030031751 0.0023559888 -0.0026106017 -0.0028737243 0.0070333746 -0.0076700686 0.004746169 -0.0003039713 -0.0048815855 -0.0029141097 -0.00075817463 0.0029166078 0.0041760877 -0.0025997171 -0.00047269647 0.00039559024 -0.004843404 -0.0057022474 -0.0102689285 0.0018563881 0.0010738696 -0.007820282 -0.0018096567 0.004201057 0.004937872 -0.00019189387 0.0047098524 -0.0029241734 -0.0036497465 -0.0031448386 -9.985051e-05 0.008129443 -0.0025976815 -0.0047774836 0.0042717266 -0.0020833479 -0.0072047887 0.0022640475 0.00086576084 -0.0032205023 -0.0035271754 -0.006455692 -0.00728246 -0.00017711535 0.0039621955 0.0014723063 0.0023258466 -0.0031865481 0.0040056943 0.008504135 -0.004815444 -0.0014938684 0.0016565239 0.0015695478 0.0030654985 -0.0025884444 -0.0039359485 -0.0049126074 0.002375617 -0.0026962473 -0.009198488 -0.011493233 0.0041421647 0.0024310027 0.0001019223 -0.0033472492 0.0015694964
backgrounds 0.00710135 0.0074962317 0.004025281 0.0064354483 0.0004139248 0.0009589535 0.0020369045 0.0038903714 -0.0026272668 -0.0061003002 -0.0024190869 0.0016435569 -0.004218355 0.0041399444 -0.0029244472 0.0006665169 -0.00061646756 0.006579103 0.0057781064 0.0060707787 0.003184712 -0.007594193 -0.005597903 0.0019600326 -0.00083691365 0.00015143031 0.0003777361 0.0034640091 0.007812451 0.0021983269 0.0077445214 -0.0013220068 -0.00041824058 -0.006917133 -0.002046405 -0.004338718 -0.0014007399 0.0048898533 -0.011671627 0.00566628 -0.0030671258 -0.0069524692 0.002674085 0.0026052655 0.000999213 0.00081935525 0.0003908561 -0.0048779827 -0.0027670646 0.004698035 -0.001962489 -0.008504214 -0.0023046816 0.0029037083 -0.012004728 -0.0028347254 -0.003516773 -0.0011766076 0.0053001097 -0.001178937 -0.0057415217 0.0046168827 -0.0016981342 0.0009856046 0.005698399 0.00040637885 -0.0055020954 0.0095239505 -3.8463595e-06 -0.00054524257 -0.0017506555 0.0044699986 -0.003934893 0.0034238612 -0.0052725263 -0.010165403 0.002495036 0.0051006675 0.00927016 -0.0016928861 -0.009539346 0.0016962965 0.011153847 -0.0026552423 -0.0040753335 -0.006625627 -0.0024099802 0.001328644 -0.00058671983 -0.006306669 -0.007245763 0.004784218 0.005122357 -0.007360383 -0.008730571 0.0067412006 0.0016685612 0.0014157014 -0.0046999063 0.0051662824
easier 0.024400923 0.030970871 0.01969709 0.01272887 -0.0082016215 0.0005627583 0.009490432 0.0019883167 -0.019266821 -0.028938297 -0.027919862 0.0067415363 0.0008595443 0.004403269 0.004512398 0.013825949 -0.01641012 0.0076842634 0.015940638 0.03198941 0.0071347915 -0.024903374 0.00086009345 0.021887792 0.015772197 0.0064226813 0.018735819 0.00042488828 0.032396227 -0.0048418236 0.020049311 0.0069580222 -0.008288759 -0.010374393 -0.0054970705 -0.01027311 0.0016814374 0.025351232 -0.027183257 0.017777827 -0.01787651 -0.018866515 0.009874135 0.0022364685 -0.008821532 -0.0021325883 0.0014024238 -0.0062314305 -0.0010761145 0.0019793557 -0.0093750255 -0.041086953 0.011052568 0.003579139 -0.044016935 0.0031935053 0.0023787857 0.015318387 0.020956393 0.0098095555 -0.023065928 0.0039156363 -0.025294142 -0.00093856535 0.015765954 -0.004851299 -0.008007952 0.036051784 0.0023903525 -0.019063111 0.018777303 0.011390221 -0.009094865 0.0034051407 -0.031363618 -0.02313059 -0.011174636 0.0088978615 0.025880557 -0.00039170767 -0.04094278 0.022824325 0.033904776 -0.014262664 -0.026902461 -0.017843775 -0.012449387 0.02638589 0.011708107 -0.04178951 -0.010990985 0.012768527 0.0017519116 -0.05445806 -0.049349133 0.013353498 -0.004109385 0.007943092 1.8726096e-05 0.03979022
empathise 0.016757008 0.017221998 0.01016891 0.0022597257 -0.011134118 0.00073249673 0.0026504071 0.00225517 -0.007577453 -0.018567363 -0.01682347 0.0017430792 0.005732287 0.00049621996 0.005102623 0.0007027014 -0.0057847626 0.0051144273 0.012036184 0.013487807 0.005860139 -0.018307574 -0.0061273635 0.007972017 0.013425754 0.004462595 0.008726776 0.0058554406 0.016773421 -0.00055599114 0.009169322 0.0051197605 -0.002604654 -0.008979679 -0.0071542063 0.00062643737 -0.0028214913 0.012527495 -0.015574252 0.004722908 -0.016075263 -0.006403722 -0.0015203037 0.0026187566 -0.0063699987 -0.004167161 0.002495229 0.00092163734 -0.0030576282 0.0047451304 -0.00010040804 -0.022765264 0.0045071584 0.0032025762 -0.020542536 0.0025511011 -0.002769921 0.0035363443 0.0146204885 0.006683657 -0.0123726735 0.0034733058 -0.014435419 -0.0016626292 0.007806287 0.00060940057 -0.0047678063 0.020815974 0.0024356656 -0.012209908 0.0060943845 0.0023377866 -0.0048369835 0.0047140513 -0.01090692 -0.011333195 -0.0053785774 0.0064902576 0.012030719 0.0012383863 -0.017041693 0.009920996 0.022141624 -0.013221831 -0.015255978 -0.0035398745 -0.01194997 0.012200783 -0.0006067778 -0.020342054 -0.0063138073 0.011205805 -0.0005898317 -0.028201228 -0.028620541 0.004576009 -0.003048183 0.0013049771 -0.005335247 0.01723646
lacking 0.013026046 0.018049793 0.0109084165 0.009905445 -0.0071407566 0.0014442264 0.004793674 -0.00014050007 -0.011918696 -0.010705788 -0.015959352 0.0011872572 0.005225323 -0.004711666 0.0045215487 0.006519329 -0.0117967725 -4.9305323e-05 0.012989251 0.019800536 0.009000888 -0.011612092 -0.003975035 0.009917128 0.010575687 0.0033683488 0.008740992 -0.0025342787 0.014741491 -0.00030695333 0.011287531 0.0061566914 -0.0034154437 -0.0022698438 -0.00558902 -0.0014245777 3.0363306e-05 0.0102898935 -0.012714101 0.003547609 -0.005523055 -0.003600595 0.0006106182 0.0010814457 -0.0068279216 0.0037037372 0.0050270166 0.002506228 -0.00020798192 -0.0003274439 -0.005823413 -0.020513445 0.009370364 0.0033946193 -0.02479832 0.0032094563 0.0023349414 0.009098109 0.013591652 0.002596299 -0.013833266 0.0040796576 -0.015198665 0.0026889471 0.012347908 0.00015045723 -0.0024812352 0.018007983 -0.00063991564 -0.012105308 0.006508728 0.0033700967 -0.0037480656 -0.00057694066 -0.017482463 -0.008908621 -0.003887616 0.00060203887 0.01787088 0.0006598454 -0.022828523 0.015516046 0.013979974 -0.0135206245 -0.007905675 -0.0061701573 -0.008047402 0.006551205 0.007268866 -0.023261672 -0.007911635 0.012416929 0.0012115447 -0.024759218 -0.02573563 0.0046468396 -0.00089246134 0.00996296 -0.0038998744 0.016917111
grow 0.0013887377 -0.001536464 0.0039253663 -0.00043106932 -0.0039262087 0.0028410503 -0.004288544 -0.001531433 0.003956666 0.001235829 -0.0008996305 -0.0023485266 0.0029561578 -0.0033657379 0.004712968 0.0040018097 -0.002505694 -0.0023953358 0.004576997 -0.0036880525 -0.0014594204 0.003792729 -0.0025850025 0.0017692539 -0.00041057708 -0.0012758911 0.0013700044 0.0047230553 -0.003321256 -0.0022514053 0.0030607977 -0.00012330076 -0.0045120087 -0.004975542 -0.0008560024 -0.0005613209 -0.0019441878 0.0040453644 0.0011384124 -0.0036081348 -0.0035910038 3.1356532e-05 0.0032850513 0.0007652964 -0.0050378647 0.0041185864 0.0013153779 -0.002989092 0.0032001487 -0.0016750814 0.004879059 0.0038192617 0.0024130528 -0.00044175037 -0.00014225533 -0.00417442 -0.00093627826 -0.0026168306 0.003925882 0.00085841585 -0.0023253865 0.003218495 0.003237268 0.003804659 -0.0012998426 0.0009025489 -0.0009880558 -0.0038833292 -0.0019113851 0.003935582 -0.0048987684 -0.0005174924 -0.0022751836 0.0016252793 0.001970432 0.0038067326 -0.004459763 0.0035760486 -0.0015123271 0.0038506745 -0.0017702304 0.004077832 0.0012481131 -0.00444582 0.0016401556 0.002419723 -0.004663957 -0.0014022968 0.0035076898 0.002477062 0.0036929192 -0.0010268993 0.004536296 0.0015439577 0.0034856019 -0.001366006 -0.0014342213 0.0011533813 0.003284249 -0.0022921562
united 0.004829245 0.010962318 0.0067866966 0.0045437682 -0.003198558 -0.0017065003 -0.00070395705 0.00034636754 -0.0113770375 -0.007805076 -0.012653745 -0.00043893687 0.0006819512 0.0044901837 0.005383524 0.002817757 -0.0063029113 0.004497478 0.011473968 0.0149576 -0.001716237 -0.0056906883 -0.0022768131 0.008406825 0.0075191655 0.0017895497 0.0107113365 0.0050931848 0.013055395 -0.0029626417 0.010174703 -0.0018792801 -0.007238172 -0.008133597 -0.004225934 -0.004111983 0.004232416 0.011408279 -0.0071845697 0.009152177 -0.009128024 -0.0031066192 0.006156725 0.0015056613 -0.0020675203 0.0018447608 0.004701762 0.0016934535 0.0041837925 0.0030531501 -0.0011101417 -0.011341631 0.00011858773 -0.0034706497 -0.01874235 0.0039386805 -0.0016899601 -0.00035590777 0.010206283 0.0011243954 -0.011303118 0.0015786679 -0.0116924625 0.0026412786 0.007897591 -0.0022818844 -0.001209051 0.008594068 -0.0007123696 -0.0057483166 0.0077751987 0.009723849 0.0012738856 -0.0015503438 -0.005393503 -0.013838291 -0.0044774176 -0.00030127703 0.009482147 0.0008113359 -0.012705509 0.00388792 0.0070212684 -0.0024493558 -0.009622843 -0.0054689394 -0.007020706 0.0099463565 0.0014562986 -0.0141131 -0.0035178938 0.0018407765 0.0028877165 -0.016994668 -0.018337328 0.00465303 0.00027968877 0.0084684 -0.0058471076 0.016199816
states 0.011609298 0.012554176 0.009455884 0.002908748 -0.0043406063 0.004886249 0.008752749 7.8542675e-05 -0.008087454 -0.011092096 -0.0100253 0.004236449 4.7140777e-05 0.0048849895 -0.0011258773 0.004174695 -0.0067798384 0.0095125325 0.0072774175 0.0133626275 0.004458959 -0.011599925 0.0015203188 0.01419278 0.00960679 0.005652964 0.0067998003 0.0040686065 0.011990001 -0.0047534844 0.0056808195 0.0041804756 -0.009609009 -0.007425651 -0.005881545 0.0022765356 -0.0020141355 0.009465996 -0.018861495 0.003186192 -0.012373192 -0.01270099 0.0009024444 0.005532857 -0.0049927314 -0.0012057453 0.00053437456 0.0027465506 0.0045681885 0.0008002232 0.000758417 -0.015560212 0.004037487 -0.00064106233 -0.022181906 -0.0019623665 -0.0033726424 0.005260922 0.008484298 0.0063281883 -0.010599284 0.00039081875 -0.012174197 -0.003393761 0.009040429 -0.0052187415 0.00023415104 0.012379291 0.002835794 -0.007697379 0.011991385 0.00452913 -0.0072477567 0.0017686536 -0.008978939 -0.008882832 -0.001326608 0.0040428806 0.015018883 0.0011628915 -0.018288072 0.009361677 0.014074574 -0.0064814086 -0.014445584 -0.00941488 -0.008131826 0.014473372 0.0040323576 -0.02298431 -0.0037406299 0.002429156 0.003072095 -0.02559379 -0.028298091 0.009026148 0.0016308262 0.0030825513 -0.00053650455 0.012827372
immigrants 0.046699066 0.056565955 0.027038174 0.020048888 -0.020209372 0.0007197892 0.018814487 0.009037809 -0.039398562 -0.039073583 -0.034710422 0.022346623 0.0052996473 0.004772693 0.007971814 0.015563216 -0.027075406 0.014542017 0.02655571 0.04771306 0.009466207 -0.04518806 -0.008450068 0.03222723 0.030620907 0.010363695 0.022086296 0.0020297063 0.043792784 -0.0042852783 0.039623726 0.008323428 -0.01437581 -0.018148046 -0.017992532 -0.013563341 0.004564131 0.045918297 -0.0499876 0.023758758 -0.028458921 -0.026147867 0.012782796 0.00097184995 -0.012086384 0.0024783795 0.00045631253 -0.004313445 0.0060980283 0.00028726124 -0.010327686 -0.05748759 0.016257012 -0.0011289568 -0.06434133 0.006992366 -0.0037857222 0.0227644 0.036929082 0.024554316 -0.045181345 0.004232398 -0.040409498 0.003685676 0.032022294 -0.012517994 -0.011032639 0.05187001 -0.0037219669 -0.02712695 0.02043379 0.017184535 -0.013498145 0.0007658897 -0.04470262 -0.04229573 -0.00968411 0.0092569105 0.03791926 0.006587255 -0.0602943 0.042153332 0.054039083 -0.026844248 -0.03458401 -0.019360814 -0.021994092 0.038515735 0.013758056 -0.06260949 -0.023256915 0.019779393 0.00090402615 -0.08404327 -0.08407805 0.019332627 -0.00043774146 0.021211972 -0.008308177 0.061147906
