 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
someone 0.07643051 0.096393876 0.04464536 0.035836376 -0.030497622 0.005389224 0.028135102 0.020640502 -0.0627672 -0.07035522 -0.06851249 0.032784004 0.012458242 -0.0026877532 0.012001058 0.02401049 -0.03946084 0.031748135 0.05237177 0.08702479 0.024994297 -0.07269711 -0.009575436 0.057451185 0.050514888 0.022114784 0.04774276 0.006784139 0.076146804 -0.015682217 0.05744823 0.021915773 -0.029372534 -0.034194306 -0.029495193 -0.018909594 0.009481309 0.07631424 -0.08741616 0.0384607 -0.05261947 -0.046836745 0.020038623 0.007951266 -0.009169956 0.001802288 0.005338565 -0.0070368 0.0020653 0.0012265589 -0.013735901 -0.101123594 0.026072914 0.00033556286 -0.11568342 0.014013494 -0.004190028 0.031648435 0.068229385 0.03724743 -0.079443604 0.002882848 -0.06811121 0.0020373147 0.05434467 -0.016574813 -0.022980727 0.08795833 -0.0069947145 -0.05888486 0.04511838 0.037190944 -0.012393935 0.010642988 -0.07420677 -0.081272945 -0.018146101 0.021772059 0.07610129 0.0107938 -0.10099803 0.06254843 0.09414688 -0.054817755 -0.060972538 -0.038677122 -0.046349984 0.06081154 0.015349467 -0.10480404 -0.04090524 0.04656569 0.0009982557 -0.13810936 -0.14548191 0.026322013 0.0045477552 0.034535125 -0.0092935385 0.10710045
who 0.20784 0.260625 0.11609511 0.0944477 -0.092433326 0.015264856 0.07681637 0.0476961 -0.17078006 -0.18580268 -0.18016364 0.08175303 0.027582653 0.002422212 0.04130255 0.08124833 -0.12314846 0.071966626 0.14413139 0.2368127 0.058278225 -0.19595288 -0.034060564 0.14749049 0.13045263 0.07180357 0.12387097 0.016809834 0.217368 -0.045212604 0.17092663 0.05766296 -0.07862439 -0.081684485 -0.07088115 -0.04480621 0.012223426 0.19723016 -0.24138846 0.10123194 -0.158578 -0.12814456 0.044226225 0.020363612 -0.036109798 0.008570635 0.007090658 -0.011675596 0.007852744 -0.00070618663 -0.03613141 -0.28873202 0.06813978 0.009289291 -0.32317182 0.040335573 -0.01581656 0.08825838 0.18430671 0.114030816 -0.20489013 0.013066824 -0.19500846 -0.004991089 0.15619214 -0.046909343 -0.06741682 0.23608884 -0.0070062834 -0.14756724 0.11515655 0.10082328 -0.04788645 0.021908764 -0.20778538 -0.20594394 -0.052347876 0.05185193 0.19711189 0.027092772 -0.2868976 0.17967682 0.24515586 -0.13765527 -0.17671809 -0.11372272 -0.11591941 0.16043717 0.055044223 -0.2984314 -0.096955396 0.112786844 0.00845446 -0.38203642 -0.4001918 0.07614824 0.0031939198 0.082245275 -0.030925259 0.2747079
matches 0.0055907685 0.009231881 0.0057166503 0.000975186 -0.0058584684 0.0019706667 0.008427559 0.0040642098 -0.008693488 -0.0060487296 -0.0066434424 0.00093466905 -0.003261715 0.00037205094 0.004242189 0.005543177 -0.009871482 0.0026128562 0.0028316358 0.00825854 0.006052898 -0.009342209 -0.0042514885 0.008265246 0.0028281037 0.008251441 0.0032139604 0.00013608631 0.00535402 0.00040891857 0.009881925 0.005254513 -0.0045440383 -0.0077531 -0.0034382741 -0.0045258915 -0.0018683632 0.008505762 -0.015936963 0.00124172 -0.009744307 -0.0034839336 -0.0018185687 -0.0031567514 -0.0040948326 0.0029774315 -0.0020981554 -0.0013329473 0.0019351764 0.0019120722 -0.0007810378 -0.015800903 0.0046664914 0.0008705757 -0.011010418 0.00028019305 0.0006703573 0.008117345 0.0069326144 0.0002941218 -0.00806482 -0.0038926695 -0.011046355 -0.0018836732 0.0073506413 -0.0061754915 -0.0027370513 0.0065551703 -0.0028887915 -0.0019397988 0.008893147 0.004370024 0.0009966423 0.0044842046 -0.012505356 -0.0075631314 -0.0028570937 0.00250159 0.010472416 -0.002652323 -0.011985179 0.007854303 0.008109796 -0.011166717 -0.009878322 -0.0075263157 -0.0049992763 0.005757815 0.005465021 -0.018255636 -0.0072968863 0.0020285975 0.0024172938 -0.012487104 -0.022076204 0.008115095 0.0022260016 0.0052360436 -0.0015655471 0.009989487
show 0.08264051 0.09246019 0.04511734 0.03316977 -0.03569546 0.008348691 0.03247678 0.016007395 -0.06869225 -0.069783874 -0.065670766 0.029292664 0.01247069 -0.0027830424 0.01174132 0.031725325 -0.04728136 0.028110594 0.0509089 0.08845909 0.027957382 -0.078265086 -0.011767123 0.062124755 0.050045017 0.028835952 0.050486974 0.010021389 0.08232387 -0.014140555 0.058754057 0.02770358 -0.032686226 -0.032615773 -0.03163076 -0.011267199 0.008129817 0.07166164 -0.09474816 0.039464824 -0.057944354 -0.04697157 0.021000804 0.00369266 -0.015901782 -0.00058502686 0.00049454736 -0.0018365274 0.0011882861 0.0016041371 -0.012786041 -0.10841864 0.029256023 -0.0015664449 -0.1202193 0.010071917 -0.0019811718 0.033541426 0.07080817 0.03830248 -0.08092006 0.007015259 -0.07002518 0.0022876218 0.05721786 -0.021434478 -0.028740386 0.09289958 0.00049081957 -0.06096434 0.042322215 0.036152963 -0.013486016 0.009525813 -0.07724437 -0.07411677 -0.018077644 0.01975282 0.07422377 0.010566409 -0.110571004 0.06755734 0.09253277 -0.05160901 -0.067631096 -0.043677125 -0.047982287 0.05941085 0.021711366 -0.11501013 -0.0364171 0.046075307 0.0015976377 -0.14210798 -0.14674973 0.030215891 -0.00045054022 0.03572821 -0.01531205 0.10663439
for 0.5210717 0.65834194 0.284906 0.25057104 -0.2332556 0.041860346 0.19102533 0.11489058 -0.4444276 -0.48790216 -0.4573174 0.21857554 0.06859143 0.007216671 0.101085074 0.1945838 -0.3041946 0.1973132 0.37044102 0.59739304 0.16464937 -0.50030863 -0.0748474 0.3887978 0.323042 0.1864066 0.33190393 0.037835617 0.563419 -0.105308875 0.431903 0.15142913 -0.19423483 -0.20308761 -0.18221964 -0.10641954 0.03906642 0.5087468 -0.62185603 0.2609396 -0.3978645 -0.31943873 0.109728575 0.041943725 -0.09223971 0.009644486 0.010107916 -0.036743153 0.027599072 0.0057511926 -0.09636462 -0.73544836 0.17237657 0.016460355 -0.8393372 0.086484805 -0.034638695 0.22551621 0.48257577 0.27942863 -0.5352895 0.028490772 -0.49548197 -0.0032625904 0.39190423 -0.12628229 -0.18579787 0.60728943 -0.022399984 -0.378452 0.28695506 0.25287795 -0.11357633 0.046858106 -0.52897406 -0.52898586 -0.13839859 0.138141 0.51229817 0.07888075 -0.7378925 0.4569136 0.63259655 -0.3569471 -0.45341885 -0.29775086 -0.29836422 0.41539195 0.13312927 -0.7658043 -0.25541204 0.3018527 0.027179688 -0.97157985 -1.0222076 0.20546812 0.007172256 0.2197258 -0.08292449 0.7156814
give 0.07493951 0.08511541 0.035747282 0.03454828 -0.02707074 0.008319614 0.021879157 0.016646406 -0.056276426 -0.062212214 -0.06454534 0.033555254 0.006748293 0.0021757553 0.009282745 0.023862645 -0.04628849 0.028866772 0.050263274 0.08358931 0.01992937 -0.06698973 -0.014712345 0.051880337 0.042168073 0.021864466 0.045095757 0.008169158 0.07674601 -0.01983523 0.06096146 0.018059086 -0.02814062 -0.02793844 -0.028748259 -0.012841439 0.0014352883 0.065427996 -0.08254681 0.031530324 -0.049904402 -0.043711584 0.020527616 0.004500719 -0.013432223 0.00242122 0.0059341006 -6.6929606e-05 0.008778368 -0.0016086412 -0.012333185 -0.10307206 0.024390701 -0.0010145048 -0.1127887 0.016969923 -0.00015421408 0.030725742 0.0643428 0.03732616 -0.07226836 -0.0007691865 -0.0642578 0.001654983 0.050315063 -0.013853046 -0.025993593 0.083779365 -0.005466632 -0.056564327 0.042018745 0.039554793 -0.019952593 0.004512603 -0.06790223 -0.07642825 -0.016305164 0.024221119 0.06765633 0.010326614 -0.10154294 0.06722473 0.08209884 -0.049121793 -0.06005725 -0.044305976 -0.039401446 0.059115186 0.0130746085 -0.10801649 -0.031579018 0.038042806 -0.0011032822 -0.13564518 -0.14213751 0.028369896 0.0033562519 0.029987048 -0.013203085 0.10106314
kindness 0.014625088 0.015508027 0.0022329933 0.0036449914 -0.0078377 -0.00020098577 0.005847963 0.0031565768 -0.012207698 -0.01314782 -0.011133197 0.0031320485 0.0038114646 0.002412547 0.00087841495 0.002844488 -0.0015472218 0.001195274 0.002968192 0.010819691 0.002291672 -0.010553209 -0.0016834659 0.00891004 0.008597423 0.0030271076 0.009080166 0.00025820165 0.01574358 -0.005995179 0.0065056393 0.0014058509 -0.0050095813 -0.007780907 -0.0047344314 -0.0033467885 0.0023710264 0.008816374 -0.017309492 0.0044757472 -0.0108332 -0.006439714 0.0036371807 0.0015224755 -0.00012173144 -0.0043088766 -0.00013076738 -0.0021443735 0.00018331458 -0.0017772408 -0.006031415 -0.011904849 0.0012256593 0.0053247497 -0.013681534 0.0062932405 -0.0019531003 0.0071565476 0.0050034723 0.0025363467 -0.012136364 0.0032361043 -0.014248873 -0.0023930776 0.004049132 -0.005296926 0.00085867546 0.016568724 0.00064584205 -0.0032205556 0.0019764123 0.0014380269 -0.0067018443 -0.0008097033 -0.015586545 -0.0148901595 -0.0013277841 0.00632403 0.00868403 0.005711338 -0.014679024 0.009045873 0.009025035 -0.011118326 -0.013592422 -0.005834547 -0.009699494 0.013455732 0.0011808707 -0.014982592 -0.0030494966 0.004454133 0.00304689 -0.022614319 -0.018669693 -0.0005754807 -0.002895463 0.0055479184 -0.0053699804 0.0142236315
whatever 0.017465835 0.018704489 0.009869195 0.008826576 -0.006229203 0.004010247 0.0021894893 -0.0010326158 -0.013072379 -0.00832533 -0.008313987 0.0027015768 0.0038029063 0.0032893145 -0.00013217817 0.0019674394 -0.011802967 0.00012189127 0.0052956673 0.014587844 0.0037710413 -0.015745863 -0.004439812 0.006014874 0.011724894 0.0068904506 0.0039649126 0.00022505433 0.010266313 -0.0072963345 0.012528423 0.0043359245 -0.007126575 -0.00052213395 -0.0021716463 -0.0023065535 -0.001707205 0.012622385 -0.011282415 0.010406148 -0.00922571 -0.0056097945 -0.0017491094 -4.9039078e-05 5.384422e-05 -0.004552781 -0.00439924 -0.0040353853 0.00053221674 -0.002032281 -0.0031306855 -0.015789736 0.0091952225 -0.0017825074 -0.023060363 0.004721612 -0.0014069224 0.0036766222 0.012903201 0.010818165 -0.010049947 -0.0014508091 -0.013540276 -0.0045908373 0.0066349534 -0.00089883053 -0.0051594013 0.015597559 0.0014585922 -0.012547242 0.008972974 0.008152166 -0.007508122 0.0030692525 -0.0125166215 -0.014381798 -0.0012206973 0.0059656575 0.008685641 0.0032209519 -0.023480918 0.0069108354 0.013087554 -0.007786995 -0.010164174 -0.0036003706 -0.009439437 0.0071053165 0.00045139197 -0.020926867 -0.011313087 0.0048793755 0.00501376 -0.02933317 -0.026797747 0.0021255475 0.00085754367 0.009102852 -0.005402088 0.019230232
on 0.45128885 0.56811845 0.24769062 0.21716638 -0.1966749 0.03246838 0.17258093 0.09287162 -0.38636306 -0.41822758 -0.39336476 0.189124 0.06409762 -2.8716988e-05 0.087108836 0.1668763 -0.269566 0.16328706 0.31739888 0.52031684 0.13986191 -0.43186137 -0.06963418 0.3398928 0.2835282 0.16326427 0.28418308 0.037806693 0.4779617 -0.09913665 0.37465325 0.12936006 -0.16794267 -0.17550966 -0.16333632 -0.09141687 0.032124612 0.43806776 -0.5334755 0.2276313 -0.34048268 -0.27144217 0.100831665 0.0426515 -0.076693796 0.010629569 0.0026537718 -0.024396336 0.02726415 0.011047018 -0.083963424 -0.62917155 0.15696497 0.020997481 -0.7246369 0.07988873 -0.029445425 0.19383472 0.4174633 0.23793472 -0.46091354 0.029658401 -0.43124297 -0.0021463644 0.33570492 -0.10108593 -0.15350354 0.52749395 -0.024221536 -0.32436538 0.25221914 0.22703734 -0.09677982 0.039525334 -0.46008378 -0.45640445 -0.12608527 0.123743616 0.4400818 0.06453568 -0.64010686 0.39423078 0.54576904 -0.3036319 -0.39202216 -0.2504818 -0.2603553 0.35603887 0.11360889 -0.6642413 -0.2255976 0.2546327 0.022417294 -0.8376372 -0.87851894 0.17604105 0.010722682 0.18372826 -0.07820873 0.6115664
heart 0.026361285 0.03547508 0.018055813 0.007947518 -0.0137633635 0.00057725346 0.006080231 0.008538911 -0.026067 -0.02818196 -0.017774912 0.012022761 0.0029215629 0.0045754486 0.0002788536 0.007827239 -0.018724184 0.009124036 0.02111638 0.028268032 0.009429133 -0.019334374 -0.0038961286 0.019372186 0.01971122 0.013413116 0.015141104 0.0041163457 0.030217882 -0.002363205 0.023773564 0.010756177 -0.006974504 -0.01018072 -0.011229146 -0.007912153 0.004918657 0.027990174 -0.031622857 0.00857321 -0.015422991 -0.0131313065 0.008572485 0.004549701 0.00030777458 -0.003939402 -0.0028359755 0.0021585869 0.0007352454 0.0001021943 -0.0028672863 -0.034198333 0.005923299 -0.0022010833 -0.04532393 0.004457401 -0.0026996157 0.008882027 0.020914746 0.012899087 -0.02978988 0.0041060904 -0.02441211 -0.0046348674 0.022873264 -0.008168215 -0.007318774 0.026603913 -0.0003311189 -0.021188542 0.015328072 0.009566578 -0.0012717164 0.0048715943 -0.027824838 -0.023895932 -0.0026040785 0.0066727763 0.02773023 0.00223236 -0.03429145 0.026968865 0.034822807 -0.02181492 -0.023887929 -0.015990391 -0.017081482 0.016697513 0.011083341 -0.041625876 -0.0108845895 0.01255097 0.0009431568 -0.048950117 -0.047984283 0.004899315 0.0025709162 0.008467976 -0.0020146826 0.029752985
no 0.2516938 0.3074176 0.13204111 0.11536509 -0.113258466 0.022022458 0.08864907 0.052286725 -0.20918278 -0.23160699 -0.21722876 0.10662139 0.03340211 -0.0030300973 0.052673444 0.08944541 -0.14888579 0.09268033 0.17801198 0.28272542 0.080267295 -0.23514865 -0.035325088 0.18570974 0.14946698 0.08960899 0.15321279 0.01876636 0.2685116 -0.05560023 0.2065694 0.07665018 -0.08918783 -0.09896672 -0.088569775 -0.04973168 0.016181095 0.23740895 -0.29292268 0.12502067 -0.18660311 -0.1533625 0.05125995 0.017540673 -0.0413018 0.0029565447 0.00021876405 -0.01684863 0.014682575 -0.00034950135 -0.04330948 -0.34666607 0.079393655 0.01049244 -0.3971947 0.04588374 -0.018438598 0.109365486 0.22883105 0.13038392 -0.25659093 0.011701605 -0.23461044 -0.0035362288 0.18093325 -0.057962354 -0.08655281 0.2852323 -0.016404472 -0.17943542 0.1364879 0.1179498 -0.057850987 0.023410713 -0.25126863 -0.25599128 -0.069685966 0.06771344 0.2449548 0.035514183 -0.3498104 0.21728656 0.29419765 -0.17101367 -0.21811053 -0.14207144 -0.1387802 0.19846193 0.06220498 -0.36305234 -0.122634724 0.14149591 0.009123427 -0.45525628 -0.4794994 0.09589626 0.004714351 0.10562976 -0.03699648 0.33305678
idea 0.05586837 0.07335167 0.035046596 0.02839855 -0.023473902 0.0066736666 0.023632899 0.008898193 -0.054038826 -0.05261763 -0.053344354 0.022516323 0.008835142 0.003764779 0.007462178 0.020027304 -0.03322254 0.022514453 0.043712303 0.06881465 0.014692827 -0.057228785 -0.0132958 0.041059624 0.038301583 0.01968853 0.037057444 0.0013035358 0.066598356 -0.00962933 0.04477819 0.013565808 -0.022459771 -0.022593884 -0.020452682 -0.0093127545 0.0008994713 0.05989055 -0.0738519 0.029042976 -0.042228755 -0.040682927 0.013910569 0.0069549074 -0.012005448 0.0008036311 0.0002980556 -0.000740639 0.0021952584 0.0016091014 -0.013919898 -0.08037628 0.024984311 0.00063611893 -0.09647451 0.013430393 -0.0027320704 0.020653317 0.057233296 0.029541258 -0.061950002 0.0010028173 -0.054513864 0.00070479605 0.04559822 -0.011762881 -0.022574931 0.06641856 0.0022229936 -0.046196047 0.02931062 0.026933774 -0.010026408 0.004078776 -0.06491361 -0.06542761 -0.019688074 0.012920772 0.053884503 0.009193902 -0.08348853 0.05131364 0.071834035 -0.04235254 -0.056390833 -0.03253843 -0.03645854 0.05115299 0.016450593 -0.0851689 -0.026124842 0.036164556 0.0023120006 -0.109475 -0.114618935 0.024754662 -0.002620187 0.025130475 -0.0138217 0.07792075
sometimes 0.10310278 0.12943654 0.050317284 0.0433909 -0.041594647 0.0040421807 0.03637899 0.016663842 -0.08308005 -0.09269727 -0.084336154 0.040726952 0.009870067 -0.0005126228 0.016844574 0.041217037 -0.060999755 0.03884844 0.07518107 0.10958189 0.027944883 -0.09828873 -0.009735457 0.07568572 0.06629919 0.040130477 0.066669516 0.007964317 0.10935567 -0.020637142 0.08728667 0.02649457 -0.03845773 -0.03689123 -0.037981942 -0.023594612 0.011998938 0.09447577 -0.1182437 0.047482412 -0.0803214 -0.05899332 0.017216137 0.009258534 -0.01641274 0.006094226 -0.0016076391 -0.006258189 0.00485392 0.0045987717 -0.020087231 -0.14420314 0.03476486 0.0037738923 -0.15724912 0.020093774 -0.011860624 0.044236965 0.09486933 0.056395657 -0.10513729 0.009819162 -0.09294865 -0.00065314915 0.07139668 -0.019288588 -0.032195363 0.11958159 -0.0058297385 -0.07122789 0.054113492 0.049862795 -0.02664465 0.014056223 -0.103802525 -0.09694101 -0.03207524 0.03046651 0.103077 0.01773403 -0.14590764 0.08534799 0.12324571 -0.064876236 -0.09133181 -0.054979082 -0.05294143 0.07653127 0.025503658 -0.14622961 -0.05063367 0.0605836 0.0067116483 -0.18663594 -0.19524755 0.03526515 -0.0003578078 0.036899652 -0.021452717 0.13882227
having 0.117500596 0.15259986 0.07034461 0.060481653 -0.055856667 0.010840019 0.04300447 0.030338055 -0.106870025 -0.109047 -0.10826375 0.04883444 0.012619788 0.0045918287 0.02774897 0.04901396 -0.07276362 0.043896213 0.08519968 0.13962318 0.034396283 -0.114360236 -0.020299971 0.09280307 0.07630891 0.040951442 0.07898591 0.0042678257 0.1291898 -0.02425136 0.10426398 0.04096143 -0.040493287 -0.05133173 -0.04604125 -0.023743143 0.01075424 0.11989677 -0.14865956 0.06588045 -0.0948668 -0.07712433 0.031203521 0.01070976 -0.025294792 0.00041925 0.002068759 -0.008159295 0.007750238 -0.002479902 -0.02493068 -0.17392483 0.03995651 0.0059123314 -0.19407138 0.021871345 -0.006996474 0.05047067 0.112839 0.06414276 -0.12501985 0.006166018 -0.11385272 0.003793027 0.08539959 -0.028625606 -0.039857004 0.13939399 -0.007639552 -0.08569445 0.06638619 0.061858587 -0.031103933 0.0071932524 -0.12612833 -0.11982945 -0.03017309 0.029626118 0.11532674 0.018778821 -0.1753191 0.10387598 0.14814088 -0.0810341 -0.105935454 -0.071297586 -0.06755412 0.09466134 0.026151268 -0.17890257 -0.055335697 0.07187186 0.0029926526 -0.22299469 -0.23606148 0.045334175 0.005985424 0.04918795 -0.02011388 0.16054676
day 0.222219 0.27320412 0.12178354 0.10604004 -0.09917862 0.019513533 0.08176473 0.044083282 -0.1874408 -0.20465745 -0.19745792 0.09285827 0.036190927 0.0018226235 0.04667063 0.0798045 -0.13358937 0.07812316 0.15821342 0.25069746 0.07078073 -0.20567612 -0.03162774 0.16474555 0.13278666 0.074866794 0.14355452 0.013598456 0.23430641 -0.04205594 0.18246886 0.06448326 -0.082667954 -0.087003715 -0.081918746 -0.04710138 0.011093615 0.20949158 -0.26227552 0.11467954 -0.17547351 -0.13123731 0.043480918 0.018695218 -0.03296153 -0.0015603203 0.0005286159 -0.014531796 0.015305435 -0.00042994 -0.037671436 -0.31301108 0.07885892 0.003611493 -0.35344806 0.03426324 -0.009268054 0.096441396 0.20380467 0.115808256 -0.23424797 0.0086468 -0.21083778 -0.0057231565 0.16382112 -0.05082737 -0.081007324 0.25639063 -0.013745709 -0.1660984 0.1205632 0.11020262 -0.05274948 0.026490357 -0.22876377 -0.22414972 -0.056462534 0.059372254 0.22330435 0.03726687 -0.30770186 0.20032904 0.27058855 -0.14809251 -0.19029738 -0.1190263 -0.121104434 0.17365497 0.05180449 -0.32951352 -0.11268295 0.124137595 0.009136328 -0.40999016 -0.43002614 0.08613908 0.008478205 0.08988679 -0.03294029 0.29914436
brings 0.0015778606 -0.0020410472 -0.0024590762 -0.00022934524 -0.0018469293 -0.004398643 0.003434225 0.00071592827 -0.0010086374 -0.003961647 -0.0029419751 0.0020721755 0.002746425 -0.0030399442 0.0027031442 -0.0036172029 -0.0019934524 -0.0016479435 -0.003674536 -0.0001600844 -0.004766924 0.0033611953 0.0026153023 0.0032376354 0.0047217235 -0.0014028222 -0.0036258437 -0.0025372035 0.002260733 0.0044366117 0.0008794152 -2.9442308e-06 -0.0015940137 -0.004867647 0.0015833605 0.0036296416 0.0036321632 0.0011397966 -0.0011471694 -0.0043371567 -0.0031830973 -0.004458376 0.004450603 0.00200998 0.0017028861 0.0009862655 0.0019006131 -0.0017968107 0.0039740633 0.00010524391 0.00410361 0.0021819856 -0.0004685747 -0.000713829 0.0031623673 0.0034215671 -0.0035446153 0.0025358498 0.0043044817 -0.004364305 -9.926903e-05 -0.0036677793 -0.004758127 -0.00017975984 0.003979796 9.642647e-05 0.0031483448 -0.00030471515 -0.0019865427 -0.0030204116 -0.002746137 7.24493e-05 0.00351337 0.00114121 -0.0025388973 -0.0055701258 -0.002199707 0.002819175 0.0014919096 0.001410186 0.00049228844 -0.0039159264 0.004490512 -0.0051697656 -0.0054702796 -0.0034803776 0.0019893395 -0.004350697 -0.0018176965 0.0012099482 -0.0031834384 0.0021932889 -0.00051282614 -0.0021664114 -0.0004945297 -0.0024063273 0.00092573254 0.0024916616 0.004585631 0.0025035767
tears -0.0027062471 -0.0008731815 -0.00015081774 0.0008902609 0.0021431742 -0.00078442437 0.0025387814 0.0015951075 0.0015099501 0.0021758778 0.0010827532 -0.0013797269 0.005243747 0.0041049747 -0.0031250862 0.0040428713 0.0020567535 0.0021061995 0.0007566202 0.003999956 -0.001664847 0.0015359945 -0.0049357517 0.006273132 0.0010708857 0.0015383317 0.0038044285 -0.0016270531 0.0053050993 -0.0016703688 -0.0006234067 0.0032419164 -0.00523873 -0.005207707 -0.002958821 -0.005016755 -0.0029276246 0.006266119 -0.007341064 0.0033703798 -0.0059276544 -0.0013272336 -0.0007796703 -0.0028714403 -0.0009820928 -0.0047889617 -0.00022734268 -0.0028854879 -0.00123578 0.0024416482 -0.0051597226 0.0014794893 0.005619429 -0.0043302802 0.00074365665 0.002949906 -0.0007687287 0.005673398 0.001610789 -0.0034269188 2.8103634e-05 0.0017080503 -0.0035588637 -0.00019079265 0.003639538 0.0032682342 0.0022905753 0.0063046976 -0.00030486676 -0.003243014 0.004958189 0.0043937904 -0.0036379425 -0.0017548569 -0.00054015924 -0.0051934053 2.23506e-05 -4.955226e-05 0.0034204833 0.0011592811 -0.0021060372 0.003384877 -0.0012668909 -0.0036402536 -0.0024571607 0.0019569963 -0.0019365443 -0.0026799305 -0.003035169 -0.0061424845 -0.0054128873 0.0016647824 0.003324053 -0.007847169 -0.0028073827 -0.0036713104 0.0019291603 0.00010976717 0.0035913694 0.0045795934
love 0.24837296 0.30957773 0.13729107 0.11880649 -0.10435856 0.017414426 0.0929198 0.0513457 -0.20938492 -0.22237988 -0.2208931 0.101935185 0.037533812 0.002349332 0.044082914 0.093010575 -0.14522563 0.09091472 0.17516501 0.277917 0.07257848 -0.23719804 -0.035853714 0.17807078 0.14813836 0.08869951 0.1546993 0.021191187 0.2668451 -0.052743256 0.2032154 0.07433337 -0.088526696 -0.09375947 -0.08889019 -0.053636905 0.015510001 0.23247217 -0.2906331 0.12447617 -0.18688019 -0.14535767 0.05123217 0.017446835 -0.043107305 0.0022531536 0.00448688 -0.014944486 0.018286461 -0.0007128794 -0.042234942 -0.34487692 0.08721304 0.0076679145 -0.39874592 0.047504697 -0.02088361 0.103612736 0.22594379 0.13208675 -0.25381517 0.010882038 -0.23488827 -0.005994804 0.18609576 -0.052602444 -0.084383845 0.28166664 -0.015668463 -0.1746264 0.14125308 0.118757755 -0.056415375 0.026445068 -0.2465407 -0.25126198 -0.06620638 0.06696113 0.24378143 0.03941486 -0.3467417 0.21121028 0.29410875 -0.17120959 -0.20972653 -0.13269362 -0.14054394 0.1946475 0.0650064 -0.36308777 -0.12003619 0.13564204 0.010812831 -0.45436436 -0.47611582 0.090497196 0.007992386 0.10373284 -0.04170223 0.33947313
so 0.4296153 0.5284215 0.22790952 0.20475632 -0.18723463 0.029298402 0.15785284 0.08916194 -0.3575491 -0.38722712 -0.37888235 0.18165517 0.057325143 0.00023461552 0.08046049 0.15835263 -0.2533795 0.15707919 0.30271634 0.48587963 0.13020138 -0.39990935 -0.059927497 0.3114159 0.2619456 0.15593924 0.26808947 0.037411712 0.4572991 -0.085864864 0.3516062 0.12823075 -0.15742049 -0.16563015 -0.14923303 -0.09065325 0.031361304 0.4079405 -0.5032917 0.21274 -0.32766625 -0.26212263 0.0887231 0.042250585 -0.076537505 0.012736132 0.008756145 -0.025821753 0.024217062 0.005579548 -0.07435757 -0.59499556 0.13793916 0.019457946 -0.6804183 0.069029175 -0.027251936 0.174816 0.38529366 0.23277828 -0.43760478 0.018358521 -0.40906578 -0.0044919834 0.3191178 -0.09919227 -0.14602645 0.49852988 -0.024957186 -0.30663747 0.23374464 0.20918234 -0.091127634 0.043502536 -0.42851016 -0.43099514 -0.113963865 0.118022144 0.4162418 0.06577682 -0.59899783 0.3689996 0.50960493 -0.2916905 -0.3714445 -0.2321803 -0.24481225 0.34426874 0.10997925 -0.62372786 -0.21047038 0.2418671 0.021288315 -0.7877247 -0.82585245 0.16336907 0.011712799 0.17073034 -0.06910173 0.58205533
more 0.3440258 0.42629662 0.18433599 0.16354528 -0.14895591 0.02300196 0.12186803 0.069084816 -0.29091612 -0.30941573 -0.295942 0.13792643 0.0444626 0.0049423566 0.066733025 0.12683575 -0.19772184 0.1295991 0.23991022 0.38511235 0.104151614 -0.325389 -0.049789708 0.25207254 0.21353133 0.11839519 0.21412571 0.027770972 0.364117 -0.07421399 0.27511474 0.10045025 -0.122476265 -0.13153078 -0.120812625 -0.06849437 0.028301938 0.33196232 -0.39892215 0.17102718 -0.26375148 -0.20311904 0.07267264 0.033074178 -0.055743188 0.011491429 0.009002441 -0.020674925 0.017607694 0.006091386 -0.06457264 -0.47444946 0.11630058 0.012698006 -0.54894316 0.0614049 -0.019098403 0.14855662 0.3105739 0.18170835 -0.35306567 0.0216975 -0.322137 -0.0045612305 0.2534267 -0.07597669 -0.115511365 0.39325535 -0.018030304 -0.24938181 0.18821359 0.17180343 -0.07157494 0.027142588 -0.3428244 -0.34728932 -0.09442982 0.09223889 0.33255494 0.050851017 -0.47945073 0.2967332 0.407204 -0.23547721 -0.29312173 -0.19228335 -0.19203477 0.26974788 0.09037081 -0.49760905 -0.16196041 0.1978899 0.017502813 -0.6334712 -0.6645121 0.13526282 0.006446764 0.13632773 -0.059681553 0.46473512
